fournisseur;ID_fournisseurs;Nom de l'agence;CP;ville;Latitude ville;Longitude ville;region;Pays;adresse complete;latitude (fournisseur);longitude (fournisseur);Email;Produit 
LOXAM ;Lo;CORNER LOXAM - WELDOM ONCY SUR ECOLE;91000;ONCY SURECOLE;48.383062;2.4697864;ILE DE FRANCE;France ;Grande Rue, 91490, France;48.39275770648814, 2.467268857478426;2.467268857478426;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - WELDOM BREUILLET;91000;BREUILLET;48.5668797;2.1729461;ILE DE FRANCE;France ;2 rue du Buisson Rondeau, 91650, France;48.56885136160917;2.1647323709825375;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - CASTORAMA MELUN;77000;MELUN;48.539927;2.6608169;ILE DE FRANCE;France ;Z.a.c du champs de foire, 77000, France;48.55616007480071;2.6386287859626867;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - CASTORAMA GONESSE;95000;GONESSE;48.9863555;2.4500537;ILE DE FRANCE;France ;Z.I. De Paris Nord Ii, 95700, France;48.9770370460058;2.4959546073762326;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - BRICORAMA MAREUIL;77000;MAREUIL LES MEAUX;48.9267289;2.8634773;ILE DE FRANCE;France ;10 Avenue de la Haute Borne, 77100, France;48.937241619068594;2.8765965436141476;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY SÈVRES;92000;SEVRES;48.8247407;2.2127083;ILE DE FRANCE;France ;9 Grande Rue, 92310, France;48.82712685259328;2.223379431479252;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY PORTE D'ASNIÈRES;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;204 Boulevard Malesherbes, 75017, France;48.896573992689206;2.3232063025033094;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY NOISY-LE-SEC;93000;NOISY LE SEC;48.8897751;2.4516055;ILE DE FRANCE;France ;74 rue de Paris, 93130, France;48.90032756447757;2.45322826825217;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM NEMOURS;77000;NEMOURS;48.2385017;2.7820919;ILE DE FRANCE;France ;Route De Lyon, 77140, France;48.2576575607125;2.702191360315213;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY PORTE DE ST-CLOUD;92000;BOULOGNE BILLANCOURT;48.8356649;2.240206;ILE DE FRANCE;France ;3 route de la Reine, Manquant, France;48.838704709551855;2.251790063612563;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY PORTE DE CLIGNANCOURT;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;67 boulevard Ney, 75018, France;48.89755309060851;2.356644752258281;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY PORTE DE BRANCION;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;3 avenue de la Porte Brancion, 75015, France;48.829460383794604;2.303912958930423;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY BATIGNOLLES;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;149 Rue de Rome, 75017 Paris, France;48.89062509684157;2.338897153331567;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY GRENELLE;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;95 boulevard de Grenelle, Paris, France;48.85192330077754;2.299676827182587;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM ROSNY SOUS BOIS;93000;ROSNY SOUS BOIS;48.8716626;2.4875193;ILE DE FRANCE;France ;89 Boulevard Alsace Lorraine, 93110, France;48.88511016216042;2.4842269288210406;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM MORANGIS;91000;MORANGIS;48.7022956;2.3367599;ILE DE FRANCE;France ;4 avenue Gay Lussac - ZI Val - Angle, 91420, France;48.70364752857691;2.3418806534348637;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY MONTPARNASSE;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;50 Boulevard Pasteur, 75015, France;48.841425464236735;2.31453369893984;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM ROISSY;95000;ROISSY;49.0068908;2.571082;ILE DE FRANCE;France ;6 Route De L'arpenteur - Zone Flexitech, 95700, France;49.0113611272218;2.5163445013077217;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM COIGNIÈRES;78000;COIGNIERES;48.7671468;1.9193679;ILE DE FRANCE;France ;28 Avenue De La Gare, 78310, France;48.742586813641985;1.9181344738018615;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM ATHIS-MONS;91000;ATHIS MONS;48.7079878;2.3888044;ILE DE FRANCE;France ;2 Rue du Jacanna - ZI, 91200, France;48.72205645424497;2.404128581931766;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM LES MUREAUX;78000;LES MUREAUX;48.9931578;1.909928;ILE DE FRANCE;France ;7 Rue Descartes - ZI Des Garennes, 78130, France;48.98234834570825;1.894904833330973;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM ARPAJON;91000;ARPAJON;48.5902899;2.2477303;ILE DE FRANCE;France ;30 Chemin De Chevreuse - ZA Les Belles Vues 3, 91290, France;48.59914729040562;2.2378189007915723;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM AULNAY SOUS BOIS;93000;AULNAY SOUS BOIS;48.934231;2.499789;ILE DE FRANCE;France ;10 Rue Jean Chaptal - ZI De La Garenne, 93600, France;48.94603077252104;2.4850439910028927;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM PORTE DE BAGNOLET;93000;MONTREUIL;48.8623357;2.4412184;ILE DE FRANCE;France ;202 Boulevard Chanzy, 93100, France;48.859806566061344;2.4254652812142155;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM MANTES LA JOLIE;78000;LIMAY;48.9921015;1.7353686;ILE DE FRANCE;France ;10 rue Fernand Forest, 78520, France;48.98966540497731;1.759623783065936;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM NANTERRE;92000;NANTERRE;48.8924273;2.2071267;ILE DE FRANCE;France ;2 Rue Lavoisier, 92000, France;48.894493575698256;2.174016329627532;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM VELIZY;78000;VELIZY VILLACOUBLAY;48.7809496;2.1900052;ILE DE FRANCE;France ;63 Avenue De L'europe, 78140, France;48.7792337729235;2.20892590554054;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM MELUN LE MEE;77000;LE MEE SUR SEINE;48.5408681;2.6262121;ILE DE FRANCE;France ;Rue Jean Baptiste Colbert, 77350, France;48.55189498647556, 2.634292206346734;2.634292206346734;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - MR.BRICOLAGE ANGERVILLE;91000;ANGERVILLE;48.3106704;1.9979775;ILE DE FRANCE;France ;8 Rue des Artisans, 91670, France;48.317324996381984;2.0003996107592803;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - BRICOMARCHE VILLECRESNES;94000;VILLECRESNES;48.7208822;2.5327265;ILE DE FRANCE;France ;54 Rue de Brunoy, 94440, France;48.712893512276004;2.538307254605788;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - BRICOMARCHE MAULETTE;78000;MAULETTE;48.7914601;1.6207519;ILE DE FRANCE;France ;Route de Gambais, 78550, France;48.79237749723059;1.6292028504973515;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - BRICOMARCHE MILLY;91000;MILLY LA FORET;48.4030;2.4643;ILE DE FRANCE;France ;ZA du Chenet - 4 Rue Des Ormes, 91490, France;48.39741420064226;2.4199528022256094;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LEROY MERLIN MADELEINE;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;25-27 Pl. de la Madeleine, 75008 Paris, France;48.87189529462898;2.3280039529758274;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - MR.BRICOLAGE COULOMMIERS;77000;COULOMMIERS;48.8204017;3.2494033;ILE DE FRANCE;France ;3 Boulevard De La Marne, 77120, France;48.80451119512852;3.0881793441190526;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM ARGENTEUIL;95000;ARGENTEUIL;48.9479069;2.2481797;ILE DE FRANCE;France ;176 Route de Pontoise, 95100, France;48.951027770926935;2.207246264538186;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM GENNEVILLIERS;92000;GENNEVILLIERS;48.9254221;2.2940122;ILE DE FRANCE;France ;89 Rue Des Caboeufs, 92230, France;48.93248665273187;2.316083989370189;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM PARIS QUAI D'IVRY;94000;IVRY SUR SEINE;48.8122302;2.3872525;ILE DE FRANCE;France ;53 Quai Auguste Deshaies, 94200, France;48.81825643050414;2.4039618756326395;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM EPINAY / SEINE;93000;EPINAY SUR SEINE;48.95861;2.30361;ILE DE FRANCE;France ;129/133 Avenue De Lattre De Tassigny, 93800, France;48.95897580367522;2.30802713941621;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM RENTAL MEAUX;77000;MEAUX;48.9582708;2.8773541;ILE DE FRANCE;France ;10 Rue Jacques Daguerre, 77100, France;48.9657164066481; 2.9214174873779486;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY AUBERVILLIERS;93000;AUBERVILLIERS;48.9146078;2.3821895;ILE DE FRANCE;France ;55 Bd Felix Faure - Parc du Mauvin, 93300, France;48.903839151708205;2.3834552397485305;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM BAGNEUX;92000;BAGNEUX;48.795056;2.3027323;ILE DE FRANCE;France ;134 avenue Aristide Briand, 92220, France;48.798378707284236, 2.323833389151172;2.323833389151172;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM RENTAL GOUSSAINVILLE CDG;95000;GOUSSAINVILLE;49.0323168;2.4733628;ILE DE FRANCE;France ;87 Bd General De Gaulle, 95190, France;49.02052614340148;2.471145066887957;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM RENTAL STE GENEVIÈVE;91000;SAINTE GENEVIEVE DES BOIS;48.6407872;2.3259129;ILE DE FRANCE;France ;9, rue du Petit Fief - ZAC Croix Blanche, 91700, France;48.62727900882778;2.3622778190997007;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - WELDOM ETAMPES;91000;ETAMPES;48.4344621;2.1614464;ILE DE FRANCE;France ;50 Rue des Lys, 91150, France;48.43929028317775;2.1415784347554587;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM STE GENEVIÈVE;91000;SAINTE GENEVIEVE DES BOIS;48.6407872;2.3259129;ILE DE FRANCE;France ;avenue Des Hurepoix, 91700, France;48.62462740124321;2.3418448376742482;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM LOGNES;77000;LOGNES;48.8384157;2.632722;ILE DE FRANCE;France ;boulevard Du Segrais, 77185, France;48.83424632588446;2.6454421749077572;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM MONTIGNY;95000;MONTIGNY LES CORMEILLES;48.98333;2.18333;ILE DE FRANCE;France ;45 boulevard Victor Bordier, 95370, France;48.99247131854016;2.198138283033558;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM VITRY-SUR-SEINE;94000;VITRY SUR SEINE;48.7876;2.39164;ILE DE FRANCE;France ;52 boulevard De Stalingrad, 94400, France;48.803166568309365;2.3971493476252617;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - CASTORAMA CLAYE;77000;CLAYE SOUILLY;48.9986182;2.8504604;ILE DE FRANCE;France ;11 Rue Jean Monnet, 77410, France;48.94980231701962;2.6652038533945728;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM DAUMESNIL;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;139 avenue Daumesnil, 75012, France;48.84317991105336;2.3850356268217707;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM BEAUBOURG;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;52 rue Rambuteau, 75003, France;48.864055090877216;2.3616353686478044;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM ROSNY;93000;ROSNY SOUS BOIS;48.8716626;2.4875193;ILE DE FRANCE;France ;7 rue De Lisbonne - Zac De Nanteuil, 93110, France;48.879505429014856;2.4744635979886;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM MADELEINE;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;Place de La Madeleine, 75008, France;48.87127864061799;2.3249426942957387;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - MR.BRICOLAGE ACHÈRES;78000;ACHERES;48.9606321;2.0698106;ILE DE FRANCE;France ;Rue W.A. Mozart - ZAC Chemin neuf, 78260, France;48.962766048315835;2.0581878909756277;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM TRAPPES;78000;TRAPPES;48.7760957;1.9988356;ILE DE FRANCE;France ;50 Rue Roger Hennequin, 78190, France;48.764000616813554;1.9837839709932636;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CHELLES;77000;CHELLES;48.8783804;2.590549;ILE DE FRANCE;France ;44 Avenue De La Trentaine, 77500, France;48.86943920084539; 2.5998955277758116;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM MONTEREAU;77000;MONTEREAU FAULT YONNE;48.3849647;2.9557006;ILE DE FRANCE;France ;12 Rue Des Clomarts, 77130, France;48.38728221167717;2.9697163621669334;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - CASTO ORMESSON;94000;CHENNEVIERES SUR MARNE;48.7965001;2.530442;ILE DE FRANCE;France ;CC Pince Vent - ZAC De L'Hippodrome, 94430, France;48.79559774356472;2.5588906417873494;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - CASTO COIGNIÈRES;78000;COIGNIERES;48.7671468;1.9193679;ILE DE FRANCE;France ;Rue des Louveries - RN 10, 78310, France;48.75186691130387;1.9286048705774794;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - CASTO CORMEILLES;95000;CORMEILLES EN PARISIS;48.9759637;2.1998877;ILE DE FRANCE;France ;ZAC Bois Rochefort -392  Bd Joffre, 95240, France;48.95410846910232;2.204428258980572;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY AURIOL;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France ;120, boulevard Vincent Auriol, 75013, France;48.83614372636923;2.3707027306870554;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - CASTO LEVALLOIS;92000;LEVALLOIS PERRET;48.892956;2.2881683;ILE DE FRANCE;France ;4 rue Henri Barbusse, 92300, France;48.89135537140968;2.291402291473089;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM SAINT-DENIS;93000;SAINT DENIS;48.9383732;2.3627508;ILE DE FRANCE;France ;rue Henri Delaunay - Zac Cornillon, 93200, France;48.927010403645355;2.3622132979911914;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM RUEIL-MALMAISON;92000;RUEIL MALMAISON;48.87778;2.1802832;ILE DE FRANCE;France ;58 av De Fouilleuse - CC Hauts de Rueil, 92500, France;48.86238268243973;2.1980074536485605;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM BOIS-D'ARCY;78000;BOIS D'ARCY;48.799856;2.023607;ILE DE FRANCE;France ;avenue Fritz Lang - Zac Croix Bonnet, 78390, France;48.79985334694337;2.009211154724768;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LM MONTSOULT;95000;MONTSOULT;49.0704484;2.312001;ILE DE FRANCE;France ;route Nationale 1 - Zi Du Belloy, 95560, France;49.06722223878397;2.3281752811833285;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY BOULOGNE;92000;BOULOGNE BILLANCOURT;48.8356649;2.240206;ILE DE FRANCE;France;46 Boulevard de la République, 92100, France;48.83273161718638;2.2516823333309732;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM ACCESS PARIS NORD MITRY;77000;MITRY MORY;48.9839674;2.6183971;ILE DE FRANCE;France;7 Rue René Cassin, 77290, France;48.9705460008543;2.5758345737824095;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - BRICORAMA VIRY;91000;VIRY CHATILLON;48.67211;2.39318;ILE DE FRANCE;France;106-108 Avenue du Général de Gaulle, 91170, France;48.68006118580469;2.3816745829272343;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - BRICORAMA BOULOGNE;92000;BOULOGNE BILLANCOURT;48.8356649;2.240206;ILE DE FRANCE;France;701 Avenue du Général Leclerc, 92100, France;48.830641584609594;2.2356747519637983;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - WELDOM CARRIÈRES;78000;CARRIERES SUR SEINE;48.9134112;2.1779083;ILE DE FRANCE;France;11 avenue du Maréchal Juin, 78420, France;48.911953538404525;2.1799749454650033;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - CASTORAMA VELIZY;78000;VELIZY VILLACOUBLAY;48.7809496;2.1900052;ILE DE FRANCE;France;1 Rue andré citroen - ZA VELIZY, 78140, France;48.77523909794785;2.2258774533955106;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY MIN RUNGIS;94000;CHEVILLY LARUE;48.7714153;2.3469255;ILE DE FRANCE;France;112 avenue de la Cité - Bâtiment H5, 94550, France;48.76049330580014;2.3621435282661616;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY PORTE DE PANTIN;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France;176 Avenue Jean Jaurès, 75019, France;48.88986957636056;2.4019638620224177;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM WISSOUS;91000;WISSOUS ;48.7316381;2.3268669;ILE DE FRANCE;France;31 avenue Ampère, 91320, France;48.727516627959524;2.319987827775811;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY PARIS 14È;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France;132 avenue du Général Leclerc, 75014, France;48.82397584057191;2.3265816431196518;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY NATION;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France;49 Rue des Pyrénées, 75020, France;48.85269530146166;2.4091302891419986;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LEROY MERLIN OSNY;95000;OSNY;49.0660487;2.0614598;ILE DE FRANCE;France;Ch. Du Poirier Charles Guérin - CC De L'Oseraie, 95520, France;49.07800471006585;2.0822692970674677;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM ETAMPES;91000;ETAMPES;48.4344621;2.1614464;ILE DE FRANCE;France;4 Avenue De La Sablière, 91150, France;48.4533686931468;2.161059943119651;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM PIERRELAYE;95000;PIERRELAYE;49.0232238;2.1557343;ILE DE FRANCE;France;2 Avenue Du Général Leclerc, 95480, France;49.0142546327609;2.160568758463492;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - LEROY MERLIN GONESSE;95000;GONESSE;48.9863555;2.4500537;ILE DE FRANCE;France;1 rond point De La Croix Saint-Benoît, 95500, France;48.98001244520224;2.440845767991827;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;CORNER LOXAM - BEAUVALLET BLANDINE;91000;GUILLERVAL;48.3745373;2.0599606;ILE DE FRANCE;France;Rue du Triquoir - ZAC de la Géode 2, 91690, France;48.37008345040455;2.0845216551507115;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM CITY PORTE DES LILAS;75000;PARIS;48.8534951;2.3483915;ILE DE FRANCE;France;67 Boulevard Sérurier, 75019, France;48.8785855341769;2.4024974589827255;mounir.amraoui@loxam.fr;PETITS ENGINS
LOXAM ;Lo;LOXAM SARCELLE N1 (GROSLAY);95000;GROSLAY;48.9867112;2.3458615;ILE DE FRANCE;France;1 Route Nationale de Paris à Calais (RN 1), 95410, France;48.98660081638681;2.3618690719321798;mounir.amraoui@loxam.fr;PETITS ENGINS
